title	author	date	link	emotion	value
Self-Portrait in Ink	Bruce Beasley	2017-02-21	http://poetry.lib.uidaho.edu/index.php/bruce-beasley/self-portrait-in-ink/	anger	0.2817
Self-Portrait in Ink	Bruce Beasley	2017-02-21	http://poetry.lib.uidaho.edu/index.php/bruce-beasley/self-portrait-in-ink/	disgust	0.2566
Self-Portrait in Ink	Bruce Beasley	2017-02-21	http://poetry.lib.uidaho.edu/index.php/bruce-beasley/self-portrait-in-ink/	fear	0.3518
Self-Portrait in Ink	Bruce Beasley	2017-02-21	http://poetry.lib.uidaho.edu/index.php/bruce-beasley/self-portrait-in-ink/	joy	0.0652
Self-Portrait in Ink	Bruce Beasley	2017-02-21	http://poetry.lib.uidaho.edu/index.php/bruce-beasley/self-portrait-in-ink/	sadness	0.2128
The Scale by Which the Mapped Concerns the Map	Bruce Beasley	2017-01-19	http://poetry.lib.uidaho.edu/index.php/bruce-beasley/the-scale-by-which-the-mapped-concerns-the-map/	anger	0.1091
The Scale by Which the Mapped Concerns the Map	Bruce Beasley	2017-01-19	http://poetry.lib.uidaho.edu/index.php/bruce-beasley/the-scale-by-which-the-mapped-concerns-the-map/	disgust	0.397
The Scale by Which the Mapped Concerns the Map	Bruce Beasley	2017-01-19	http://poetry.lib.uidaho.edu/index.php/bruce-beasley/the-scale-by-which-the-mapped-concerns-the-map/	fear	0.1534
The Scale by Which the Mapped Concerns the Map	Bruce Beasley	2017-01-19	http://poetry.lib.uidaho.edu/index.php/bruce-beasley/the-scale-by-which-the-mapped-concerns-the-map/	joy	0.4952
The Scale by Which the Mapped Concerns the Map	Bruce Beasley	2017-01-19	http://poetry.lib.uidaho.edu/index.php/bruce-beasley/the-scale-by-which-the-mapped-concerns-the-map/	sadness	0.5224
Getting to Know You	Jeanne Marie Beaumont	2017-04-18	http://poetry.lib.uidaho.edu/?p=1129	anger	0.1353
Getting to Know You	Jeanne Marie Beaumont	2017-04-18	http://poetry.lib.uidaho.edu/?p=1129	disgust	0.114
Getting to Know You	Jeanne Marie Beaumont	2017-04-18	http://poetry.lib.uidaho.edu/?p=1129	fear	0.4299
Getting to Know You	Jeanne Marie Beaumont	2017-04-18	http://poetry.lib.uidaho.edu/?p=1129	joy	0.4651
Getting to Know You	Jeanne Marie Beaumont	2017-04-18	http://poetry.lib.uidaho.edu/?p=1129	sadness	0.2621
Parking Lot	Devin Becker	2017-05-12	http://poetry.lib.uidaho.edu/?p=1147	anger	0.1326
Parking Lot	Devin Becker	2017-05-12	http://poetry.lib.uidaho.edu/?p=1147	disgust	0.41
Parking Lot	Devin Becker	2017-05-12	http://poetry.lib.uidaho.edu/?p=1147	fear	0.143
Parking Lot	Devin Becker	2017-05-12	http://poetry.lib.uidaho.edu/?p=1147	joy	0.2398
Parking Lot	Devin Becker	2017-05-12	http://poetry.lib.uidaho.edu/?p=1147	sadness	0.6575
At the Musée  Rodin in Paris	Laure-Anne Bosselaar	2017-02-16	http://poetry.lib.uidaho.edu/index.php/laure-anne-bosselaar/at-the-musee-rodin-in-paris/	anger	0.1055
At the Musée  Rodin in Paris	Laure-Anne Bosselaar	2017-02-16	http://poetry.lib.uidaho.edu/index.php/laure-anne-bosselaar/at-the-musee-rodin-in-paris/	disgust	0.1969
At the Musée  Rodin in Paris	Laure-Anne Bosselaar	2017-02-16	http://poetry.lib.uidaho.edu/index.php/laure-anne-bosselaar/at-the-musee-rodin-in-paris/	fear	0.1011
At the Musée  Rodin in Paris	Laure-Anne Bosselaar	2017-02-16	http://poetry.lib.uidaho.edu/index.php/laure-anne-bosselaar/at-the-musee-rodin-in-paris/	joy	0.3413
At the Musée  Rodin in Paris	Laure-Anne Bosselaar	2017-02-16	http://poetry.lib.uidaho.edu/index.php/laure-anne-bosselaar/at-the-musee-rodin-in-paris/	sadness	0.4457
Fanny Linguistics: How to Say What You Mean	Nickole Brown	2017-02-07	http://poetry.lib.uidaho.edu/index.php/nickole-brown/fanny-linguistics-how-to-say-what-you-mean/	anger	0.5889
Fanny Linguistics: How to Say What You Mean	Nickole Brown	2017-02-07	http://poetry.lib.uidaho.edu/index.php/nickole-brown/fanny-linguistics-how-to-say-what-you-mean/	disgust	0.4674
Fanny Linguistics: How to Say What You Mean	Nickole Brown	2017-02-07	http://poetry.lib.uidaho.edu/index.php/nickole-brown/fanny-linguistics-how-to-say-what-you-mean/	fear	0.1212
Fanny Linguistics: How to Say What You Mean	Nickole Brown	2017-02-07	http://poetry.lib.uidaho.edu/index.php/nickole-brown/fanny-linguistics-how-to-say-what-you-mean/	joy	0.1204
Fanny Linguistics: How to Say What You Mean	Nickole Brown	2017-02-07	http://poetry.lib.uidaho.edu/index.php/nickole-brown/fanny-linguistics-how-to-say-what-you-mean/	sadness	0.5198
For My Grandmother's Feet, Swollen Again	Nickole Brown	2017-01-27	http://poetry.lib.uidaho.edu/index.php/nickole-brown/for-my-grandmothers-feet-swollen-again/	anger	0.1126
For My Grandmother's Feet, Swollen Again	Nickole Brown	2017-01-27	http://poetry.lib.uidaho.edu/index.php/nickole-brown/for-my-grandmothers-feet-swollen-again/	disgust	0.109
For My Grandmother's Feet, Swollen Again	Nickole Brown	2017-01-27	http://poetry.lib.uidaho.edu/index.php/nickole-brown/for-my-grandmothers-feet-swollen-again/	fear	0.1511
For My Grandmother's Feet, Swollen Again	Nickole Brown	2017-01-27	http://poetry.lib.uidaho.edu/index.php/nickole-brown/for-my-grandmothers-feet-swollen-again/	joy	0.3234
For My Grandmother's Feet, Swollen Again	Nickole Brown	2017-01-27	http://poetry.lib.uidaho.edu/index.php/nickole-brown/for-my-grandmothers-feet-swollen-again/	sadness	0.5521
The Puffball	Fleda Brown	2017-02-22	http://poetry.lib.uidaho.edu/index.php/fleda-brown/the-puffball/	anger	0.2729
The Puffball	Fleda Brown	2017-02-22	http://poetry.lib.uidaho.edu/index.php/fleda-brown/the-puffball/	disgust	0.2547
The Puffball	Fleda Brown	2017-02-22	http://poetry.lib.uidaho.edu/index.php/fleda-brown/the-puffball/	fear	0.3378
The Puffball	Fleda Brown	2017-02-22	http://poetry.lib.uidaho.edu/index.php/fleda-brown/the-puffball/	joy	0.046
The Puffball	Fleda Brown	2017-02-22	http://poetry.lib.uidaho.edu/index.php/fleda-brown/the-puffball/	sadness	0.1165
Venus de Milo	Fleda Brown	2017-02-09	http://poetry.lib.uidaho.edu/index.php/fleda-brown/venus-de-milo/	anger	0.157
Venus de Milo	Fleda Brown	2017-02-09	http://poetry.lib.uidaho.edu/index.php/fleda-brown/venus-de-milo/	disgust	0.1345
Venus de Milo	Fleda Brown	2017-02-09	http://poetry.lib.uidaho.edu/index.php/fleda-brown/venus-de-milo/	fear	0.4236
Venus de Milo	Fleda Brown	2017-02-09	http://poetry.lib.uidaho.edu/index.php/fleda-brown/venus-de-milo/	joy	0.24
Venus de Milo	Fleda Brown	2017-02-09	http://poetry.lib.uidaho.edu/index.php/fleda-brown/venus-de-milo/	sadness	0.5088
String Theories	Deborah Brown	2017-04-10	http://poetry.lib.uidaho.edu/?p=1228	anger	0.1073
String Theories	Deborah Brown	2017-04-10	http://poetry.lib.uidaho.edu/?p=1228	disgust	0.0755
String Theories	Deborah Brown	2017-04-10	http://poetry.lib.uidaho.edu/?p=1228	fear	0.4019
String Theories	Deborah Brown	2017-04-10	http://poetry.lib.uidaho.edu/?p=1228	joy	0.2813
String Theories	Deborah Brown	2017-04-10	http://poetry.lib.uidaho.edu/?p=1228	sadness	0.5994
A Family Story	Deborah Brown	2017-05-17	http://poetry.lib.uidaho.edu/?p=1230	anger	0.2189
A Family Story	Deborah Brown	2017-05-17	http://poetry.lib.uidaho.edu/?p=1230	disgust	0.2331
A Family Story	Deborah Brown	2017-05-17	http://poetry.lib.uidaho.edu/?p=1230	fear	0.4791
A Family Story	Deborah Brown	2017-05-17	http://poetry.lib.uidaho.edu/?p=1230	joy	0.0034
A Family Story	Deborah Brown	2017-05-17	http://poetry.lib.uidaho.edu/?p=1230	sadness	0.2576
Small Sorrows	Deborah Brown	2017-01-23	http://poetry.lib.uidaho.edu/index.php/deborah-brown/small-sorrows/	anger	0.1325
Small Sorrows	Deborah Brown	2017-01-23	http://poetry.lib.uidaho.edu/index.php/deborah-brown/small-sorrows/	disgust	0.4197
Small Sorrows	Deborah Brown	2017-01-23	http://poetry.lib.uidaho.edu/index.php/deborah-brown/small-sorrows/	fear	0.5221
Small Sorrows	Deborah Brown	2017-01-23	http://poetry.lib.uidaho.edu/index.php/deborah-brown/small-sorrows/	joy	0.1099
Small Sorrows	Deborah Brown	2017-01-23	http://poetry.lib.uidaho.edu/index.php/deborah-brown/small-sorrows/	sadness	0.5273
All the Boredoms in the World	Rick Bursky	2017-03-17	http://poetry.lib.uidaho.edu/?p=1236	anger	0.1208
All the Boredoms in the World	Rick Bursky	2017-03-17	http://poetry.lib.uidaho.edu/?p=1236	disgust	0.5798
All the Boredoms in the World	Rick Bursky	2017-03-17	http://poetry.lib.uidaho.edu/?p=1236	fear	0.0857
All the Boredoms in the World	Rick Bursky	2017-03-17	http://poetry.lib.uidaho.edu/?p=1236	joy	0.4492
All the Boredoms in the World	Rick Bursky	2017-03-17	http://poetry.lib.uidaho.edu/?p=1236	sadness	0.4315
birth-day	Lucille Clifton	2017-01-10	http://poetry.lib.uidaho.edu/index.php/lucille-clifton/birth-day/	anger	0.0308
birth-day	Lucille Clifton	2017-01-10	http://poetry.lib.uidaho.edu/index.php/lucille-clifton/birth-day/	disgust	0.0094
birth-day	Lucille Clifton	2017-01-10	http://poetry.lib.uidaho.edu/index.php/lucille-clifton/birth-day/	fear	0.0454
birth-day	Lucille Clifton	2017-01-10	http://poetry.lib.uidaho.edu/index.php/lucille-clifton/birth-day/	joy	0.9119
birth-day	Lucille Clifton	2017-01-10	http://poetry.lib.uidaho.edu/index.php/lucille-clifton/birth-day/	sadness	0.0242
An American Story	Lucille Clifton	2017-05-15	http://poetry.lib.uidaho.edu/?p=1242	anger	0.1803
An American Story	Lucille Clifton	2017-05-15	http://poetry.lib.uidaho.edu/?p=1242	disgust	0.1051
An American Story	Lucille Clifton	2017-05-15	http://poetry.lib.uidaho.edu/?p=1242	fear	0.1017
An American Story	Lucille Clifton	2017-05-15	http://poetry.lib.uidaho.edu/?p=1242	joy	0.2337
An American Story	Lucille Clifton	2017-05-15	http://poetry.lib.uidaho.edu/?p=1242	sadness	0.4444
blessing the boats	Lucille Clifton	2017-05-11	http://poetry.lib.uidaho.edu/?p=1244	anger	0.022
blessing the boats	Lucille Clifton	2017-05-11	http://poetry.lib.uidaho.edu/?p=1244	disgust	0.0372
blessing the boats	Lucille Clifton	2017-05-11	http://poetry.lib.uidaho.edu/?p=1244	fear	0.815
blessing the boats	Lucille Clifton	2017-05-11	http://poetry.lib.uidaho.edu/?p=1244	joy	0.0905
blessing the boats	Lucille Clifton	2017-05-11	http://poetry.lib.uidaho.edu/?p=1244	sadness	0.0617
good times	Lucille Clifton	2017-03-03	http://poetry.lib.uidaho.edu/index.php/lucille-clifton/good-times/	anger	0.1408
good times	Lucille Clifton	2017-03-03	http://poetry.lib.uidaho.edu/index.php/lucille-clifton/good-times/	disgust	0.0408
good times	Lucille Clifton	2017-03-03	http://poetry.lib.uidaho.edu/index.php/lucille-clifton/good-times/	fear	0.0061
good times	Lucille Clifton	2017-03-03	http://poetry.lib.uidaho.edu/index.php/lucille-clifton/good-times/	joy	0.7736
good times	Lucille Clifton	2017-03-03	http://poetry.lib.uidaho.edu/index.php/lucille-clifton/good-times/	sadness	0.0645
homage to my hips	Lucille Clifton	2017-04-04	http://poetry.lib.uidaho.edu/?p=1249	anger	0.1927
homage to my hips	Lucille Clifton	2017-04-04	http://poetry.lib.uidaho.edu/?p=1249	disgust	0.1201
homage to my hips	Lucille Clifton	2017-04-04	http://poetry.lib.uidaho.edu/?p=1249	fear	0.1618
homage to my hips	Lucille Clifton	2017-04-04	http://poetry.lib.uidaho.edu/?p=1249	joy	0.2527
homage to my hips	Lucille Clifton	2017-04-04	http://poetry.lib.uidaho.edu/?p=1249	sadness	0.5143
mother tongue: babylon	Lucille Clifton	2017-05-20	http://poetry.lib.uidaho.edu/?p=1253	anger	0.0817
mother tongue: babylon	Lucille Clifton	2017-05-20	http://poetry.lib.uidaho.edu/?p=1253	disgust	0.0431
mother tongue: babylon	Lucille Clifton	2017-05-20	http://poetry.lib.uidaho.edu/?p=1253	fear	0.1072
mother tongue: babylon	Lucille Clifton	2017-05-20	http://poetry.lib.uidaho.edu/?p=1253	joy	0.0378
mother tongue: babylon	Lucille Clifton	2017-05-20	http://poetry.lib.uidaho.edu/?p=1253	sadness	0.7767
what the mirror said	Lucille Clifton	2017-03-30	http://poetry.lib.uidaho.edu/?p=1257	anger	0.0787
what the mirror said	Lucille Clifton	2017-03-30	http://poetry.lib.uidaho.edu/?p=1257	disgust	0.2247
what the mirror said	Lucille Clifton	2017-03-30	http://poetry.lib.uidaho.edu/?p=1257	fear	0.0867
what the mirror said	Lucille Clifton	2017-03-30	http://poetry.lib.uidaho.edu/?p=1257	joy	0.2423
what the mirror said	Lucille Clifton	2017-03-30	http://poetry.lib.uidaho.edu/?p=1257	sadness	0.5322
wishes for sons	Lucille Clifton	2017-04-12	http://poetry.lib.uidaho.edu/?p=1259	anger	0.118
wishes for sons	Lucille Clifton	2017-04-12	http://poetry.lib.uidaho.edu/?p=1259	disgust	0.1067
wishes for sons	Lucille Clifton	2017-04-12	http://poetry.lib.uidaho.edu/?p=1259	fear	0.1049
wishes for sons	Lucille Clifton	2017-04-12	http://poetry.lib.uidaho.edu/?p=1259	joy	0.1923
wishes for sons	Lucille Clifton	2017-04-12	http://poetry.lib.uidaho.edu/?p=1259	sadness	0.5294
European	Wyn Cooper	2017-02-23	http://poetry.lib.uidaho.edu/index.php/wyn-cooper/european/	anger	0.1842
European	Wyn Cooper	2017-02-23	http://poetry.lib.uidaho.edu/index.php/wyn-cooper/european/	disgust	0.1164
European	Wyn Cooper	2017-02-23	http://poetry.lib.uidaho.edu/index.php/wyn-cooper/european/	fear	0.1471
European	Wyn Cooper	2017-02-23	http://poetry.lib.uidaho.edu/index.php/wyn-cooper/european/	joy	0.1785
European	Wyn Cooper	2017-02-23	http://poetry.lib.uidaho.edu/index.php/wyn-cooper/european/	sadness	0.5729
The Half King	Wyn Cooper	2017-04-17	http://poetry.lib.uidaho.edu/?p=1265	anger	0.1184
The Half King	Wyn Cooper	2017-04-17	http://poetry.lib.uidaho.edu/?p=1265	disgust	0.4565
The Half King	Wyn Cooper	2017-04-17	http://poetry.lib.uidaho.edu/?p=1265	fear	0.1097
The Half King	Wyn Cooper	2017-04-17	http://poetry.lib.uidaho.edu/?p=1265	joy	0.0212
The Half King	Wyn Cooper	2017-04-17	http://poetry.lib.uidaho.edu/?p=1265	sadness	0.3759
The Geography of Detroit	Jim Daniels	2017-02-13	http://poetry.lib.uidaho.edu/index.php/jim-daniels/the-geography-of-detroit/	anger	0.1061
The Geography of Detroit	Jim Daniels	2017-02-13	http://poetry.lib.uidaho.edu/index.php/jim-daniels/the-geography-of-detroit/	disgust	0.1121
The Geography of Detroit	Jim Daniels	2017-02-13	http://poetry.lib.uidaho.edu/index.php/jim-daniels/the-geography-of-detroit/	fear	0.5775
The Geography of Detroit	Jim Daniels	2017-02-13	http://poetry.lib.uidaho.edu/index.php/jim-daniels/the-geography-of-detroit/	joy	0.2102
The Geography of Detroit	Jim Daniels	2017-02-13	http://poetry.lib.uidaho.edu/index.php/jim-daniels/the-geography-of-detroit/	sadness	0.5108
Under the Lemon Tree	Marsha de la O	2017-03-13	http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/under-the-lemon-tree/	anger	0.1286
Under the Lemon Tree	Marsha de la O	2017-03-13	http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/under-the-lemon-tree/	disgust	0.151
Under the Lemon Tree	Marsha de la O	2017-03-13	http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/under-the-lemon-tree/	fear	0.4145
Under the Lemon Tree	Marsha de la O	2017-03-13	http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/under-the-lemon-tree/	joy	0.1826
Under the Lemon Tree	Marsha de la O	2017-03-13	http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/under-the-lemon-tree/	sadness	0.5122
Possum	Marsha de la O	2017-02-20	http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/possum/	anger	0.158
Possum	Marsha de la O	2017-02-20	http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/possum/	disgust	0.2016
Possum	Marsha de la O	2017-02-20	http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/possum/	fear	0.6028
Possum	Marsha de la O	2017-02-20	http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/possum/	joy	0.1344
Possum	Marsha de la O	2017-02-20	http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/possum/	sadness	0.5218
Weather Report	Debra Kang Dean	2017-03-02	http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/weather-report/	anger	0.1306
Weather Report	Debra Kang Dean	2017-03-02	http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/weather-report/	disgust	0.1548
Weather Report	Debra Kang Dean	2017-03-02	http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/weather-report/	fear	0.4352
Weather Report	Debra Kang Dean	2017-03-02	http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/weather-report/	joy	0.1673
Weather Report	Debra Kang Dean	2017-03-02	http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/weather-report/	sadness	0.5375
Hail	Debra Kang Dean	2017-05-19	http://poetry.lib.uidaho.edu/?p=1291	anger	0.1308
Hail	Debra Kang Dean	2017-05-19	http://poetry.lib.uidaho.edu/?p=1291	disgust	0.4721
Hail	Debra Kang Dean	2017-05-19	http://poetry.lib.uidaho.edu/?p=1291	fear	0.154
Hail	Debra Kang Dean	2017-05-19	http://poetry.lib.uidaho.edu/?p=1291	joy	0.4428
Hail	Debra Kang Dean	2017-05-19	http://poetry.lib.uidaho.edu/?p=1291	sadness	0.5879
i. reflected light	Debra Kang Dean	2017-02-06	http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/i-reflected-light/	anger	0.1275
i. reflected light	Debra Kang Dean	2017-02-06	http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/i-reflected-light/	disgust	0.0758
i. reflected light	Debra Kang Dean	2017-02-06	http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/i-reflected-light/	fear	0.6305
i. reflected light	Debra Kang Dean	2017-02-06	http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/i-reflected-light/	joy	0.4375
i. reflected light	Debra Kang Dean	2017-02-06	http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/i-reflected-light/	sadness	0.4551
Dear Tiara	Sean Thomas Dougherty	2017-05-04	http://poetry.lib.uidaho.edu/?p=1296	anger	0.0558
Dear Tiara	Sean Thomas Dougherty	2017-05-04	http://poetry.lib.uidaho.edu/?p=1296	disgust	0.0791
Dear Tiara	Sean Thomas Dougherty	2017-05-04	http://poetry.lib.uidaho.edu/?p=1296	fear	0.4642
Dear Tiara	Sean Thomas Dougherty	2017-05-04	http://poetry.lib.uidaho.edu/?p=1296	joy	0.3211
Dear Tiara	Sean Thomas Dougherty	2017-05-04	http://poetry.lib.uidaho.edu/?p=1296	sadness	0.4759
The Day Biggie Smalls Died	Sean Thomas Dougherty	2017-03-07	http://poetry.lib.uidaho.edu/index.php/sean-thomas-dougherty/the-day-biggie-smalls-died/	anger	0.1606
The Day Biggie Smalls Died	Sean Thomas Dougherty	2017-03-07	http://poetry.lib.uidaho.edu/index.php/sean-thomas-dougherty/the-day-biggie-smalls-died/	disgust	0.186
The Day Biggie Smalls Died	Sean Thomas Dougherty	2017-03-07	http://poetry.lib.uidaho.edu/index.php/sean-thomas-dougherty/the-day-biggie-smalls-died/	fear	0.1555
The Day Biggie Smalls Died	Sean Thomas Dougherty	2017-03-07	http://poetry.lib.uidaho.edu/index.php/sean-thomas-dougherty/the-day-biggie-smalls-died/	joy	0.1957
The Day Biggie Smalls Died	Sean Thomas Dougherty	2017-03-07	http://poetry.lib.uidaho.edu/index.php/sean-thomas-dougherty/the-day-biggie-smalls-died/	sadness	0.4911
Eating Together	Li-Young Lee	2017-04-07	http://poetry.lib.uidaho.edu/?p=1305	anger	0.0604
Eating Together	Li-Young Lee	2017-04-07	http://poetry.lib.uidaho.edu/?p=1305	disgust	0.4146
Eating Together	Li-Young Lee	2017-04-07	http://poetry.lib.uidaho.edu/?p=1305	fear	0.0308
Eating Together	Li-Young Lee	2017-04-07	http://poetry.lib.uidaho.edu/?p=1305	joy	0.0186
Eating Together	Li-Young Lee	2017-04-07	http://poetry.lib.uidaho.edu/?p=1305	sadness	0.5695
Persimmons	Li-Young Lee	2017-01-20	http://poetry.lib.uidaho.edu/index.php/li-young-lee/persimmons/	anger	0.1035
Persimmons	Li-Young Lee	2017-01-20	http://poetry.lib.uidaho.edu/index.php/li-young-lee/persimmons/	disgust	0.4292
Persimmons	Li-Young Lee	2017-01-20	http://poetry.lib.uidaho.edu/index.php/li-young-lee/persimmons/	fear	0.1595
Persimmons	Li-Young Lee	2017-01-20	http://poetry.lib.uidaho.edu/index.php/li-young-lee/persimmons/	joy	0.2712
Persimmons	Li-Young Lee	2017-01-20	http://poetry.lib.uidaho.edu/index.php/li-young-lee/persimmons/	sadness	0.5063
The Gift	Li-Young Lee	2017-02-08	http://poetry.lib.uidaho.edu/index.php/li-young-lee/the-gift/	anger	0.1233
The Gift	Li-Young Lee	2017-02-08	http://poetry.lib.uidaho.edu/index.php/li-young-lee/the-gift/	disgust	0.1187
The Gift	Li-Young Lee	2017-02-08	http://poetry.lib.uidaho.edu/index.php/li-young-lee/the-gift/	fear	0.1512
The Gift	Li-Young Lee	2017-02-08	http://poetry.lib.uidaho.edu/index.php/li-young-lee/the-gift/	joy	0.2062
The Gift	Li-Young Lee	2017-02-08	http://poetry.lib.uidaho.edu/index.php/li-young-lee/the-gift/	sadness	0.5386
Oasis	Matthew Shenoda	2017-05-01	http://poetry.lib.uidaho.edu/?p=1311	anger	0.0995
Oasis	Matthew Shenoda	2017-05-01	http://poetry.lib.uidaho.edu/?p=1311	disgust	0.3502
Oasis	Matthew Shenoda	2017-05-01	http://poetry.lib.uidaho.edu/?p=1311	fear	0.1068
Oasis	Matthew Shenoda	2017-05-01	http://poetry.lib.uidaho.edu/?p=1311	joy	0.3048
Oasis	Matthew Shenoda	2017-05-01	http://poetry.lib.uidaho.edu/?p=1311	sadness	0.1442
Voices from the Rubble	Matthew Shenoda	2017-03-10	http://poetry.lib.uidaho.edu/index.php/matthew-shenoda/voices-from-the-rubble/	anger	0.1803
Voices from the Rubble	Matthew Shenoda	2017-03-10	http://poetry.lib.uidaho.edu/index.php/matthew-shenoda/voices-from-the-rubble/	disgust	0.4022
Voices from the Rubble	Matthew Shenoda	2017-03-10	http://poetry.lib.uidaho.edu/index.php/matthew-shenoda/voices-from-the-rubble/	fear	0.2193
Voices from the Rubble	Matthew Shenoda	2017-03-10	http://poetry.lib.uidaho.edu/index.php/matthew-shenoda/voices-from-the-rubble/	joy	0.1911
Voices from the Rubble	Matthew Shenoda	2017-03-10	http://poetry.lib.uidaho.edu/index.php/matthew-shenoda/voices-from-the-rubble/	sadness	0.0917
For Lower Nubia	Matthew Shenoda	2017-05-16	http://poetry.lib.uidaho.edu/?p=1315	anger	0.0911
For Lower Nubia	Matthew Shenoda	2017-05-16	http://poetry.lib.uidaho.edu/?p=1315	disgust	0.1758
For Lower Nubia	Matthew Shenoda	2017-05-16	http://poetry.lib.uidaho.edu/?p=1315	fear	0.0421
For Lower Nubia	Matthew Shenoda	2017-05-16	http://poetry.lib.uidaho.edu/?p=1315	joy	0.3094
For Lower Nubia	Matthew Shenoda	2017-05-16	http://poetry.lib.uidaho.edu/?p=1315	sadness	0.4102
The City That Swallowed the Sea	Ryan Teitman	2017-02-03	http://poetry.lib.uidaho.edu/index.php/ryan-teitman/the-city-that-swallowed-the-sea/	anger	0.2038
The City That Swallowed the Sea	Ryan Teitman	2017-02-03	http://poetry.lib.uidaho.edu/index.php/ryan-teitman/the-city-that-swallowed-the-sea/	disgust	0.05
The City That Swallowed the Sea	Ryan Teitman	2017-02-03	http://poetry.lib.uidaho.edu/index.php/ryan-teitman/the-city-that-swallowed-the-sea/	fear	0.4241
